id,type,item owner id,layer title,title,coordinates,description,image count,created date,last modification date,item views,Media Type,Transition Type,Date of Change,Owner,Community,Sources,Language
978,marker,622,Online news,StratfordToday.ca,"43.3703439, -80.9855331","StratfordToday.ca, a website covering local news in Stratford, ON, launched on May 9, 2022.",0,2022-07-31 6:36,2022-07-31 6:36,44,online,new,2022-05-09,Village Media,"Stratford, Ontario","[""https:\/\/www.stratfordtoday.ca\/local-news\/welcome-to-stratfordtoday-5339740"",""https:\/\/www.villagemedia.ca\/news\/""]","[""English""]"
979,marker,622,Online news,HaltonHillsToday.ca,"43.6479186, -80.0210104","HaltonHillsToday.ca, a website covering local news in Halton Hills, ON, launched on June 6, 2022.",0,2022-07-31 6:38,2022-07-31 6:39,13,online,new,2022-06-06,Village Media,"Halton Hills, Ontario","[""https:\/\/www.haltonhillstoday.ca\/local-news\/welcome-to-haltonhillstoday-5440919"",""https:\/\/www.villagemedia.ca\/news\/""]","[""English""]"
980,marker,622,Online news,Energeticcity.ca,"56.247639, -120.846362","Energeticcity.ca, a local news website in Fort St. John, BC, launched on July 1, 2008.",0,2022-07-31 6:41,2022-07-31 6:41,55,online,new,2008-07-01,independent,"Fort St. John, British Columbia","[""https:\/\/energeticcity.ca\/2009\/02\/09\/poll-energeticcity-ca-user-survey\/"",""https:\/\/energeticcity.ca\/2010\/07\/06\/energeticcity-ca-user-survey\/"",""https:\/\/ca.linkedin.com\/company\/energeticcity""]","[""English""]"
981,marker,622,Online news,Nouvelles dâ€™Ici,"45.4307021, -73.5941866","Nouvelles dâ€™Ici, a website covering local news in the LaSalle, Lachine, Verdun and Sud-Ouest neighbourhoods of Montreal, launched on October 1, 2020.",0,2022-07-31 6:44,2022-07-31 6:44,24,online,new,2020-10-01,independent,"LaSalle, Lachine, Verdun and Sud-Ouest, Montreal, Quebec","[""https:\/\/nouvellesdici.com\/actu\/nouveau-messager-lasalle-bronx\/"",""https:\/\/nouvellesdici.com\/contact\/"",""https:\/\/nouvellesdici.com\/actu\/un-beau-debut-en-octobre-pour-nouvelles-dici\/"",""https:\/\/nouvellesdici.com\/actu\/nouvelles-dici-1-an-deja-lasalle-lachine-verdun-montreal\/""]","[""French""]"
982,marker,622,Online news,The Home Pitch,"43.6421228, -79.4259052","The Home Pitch, a local news website covering underrepresented communities in Toronto, launched in March 2022. The first story was published on March 22, 2022. The website closed a few months later. The last article was published on June 16, 2022, and July 14, 2022 was the date of the last social media post.",0,2022-07-31 6:47,2025-03-26 3:50,54,online,closed,2022-07-14,independent,"Toronto, Ontario","[""https:\/\/linktr.ee\/TheHomePitch"",""https:\/\/twitter.com\/home_pitch\/status\/1496197571601125377"",""https:\/\/www.facebook.com\/TheHomePitch\/photos\/a.104092782217643\/104093195550935\/"",""https:\/\/www.facebook.com\/TheHomePitch\/"",""https:\/\/www.instagram.com\/thehomepitch\/"",""https:\/\/muckrack.com\/media-outlet\/thehomepitch""]","[""English""]"
985,marker,622,Online news,The Green Line,"43.653094, -79.3827498","The Green Line is an independent local news website that publishes monthly issues covering local news in Toronto. The first issue was published on April 1, 2022.",0,2022-09-30 21:33,2022-09-30 21:33,18,online,new,2022-04-01,independent,"Toronto, Ontario","[""https:\/\/thegreenline.to\/issues\/"",""https:\/\/theotherwave.substack.com\/p\/first-look-at-the-green-lines-website"",""https:\/\/indiegraf.com\/the-green-line-community-based-solutions-journalism\/"",""https:\/\/www.thestar.com\/business\/2022\/03\/14\/new-media-ventures-continue-to-pop-up-in-canada-and-theyre-helping-fill-gaps.html""]","[""English""]"
986,marker,622,Online news,The Rover,"45.5021463, -73.5675957","Christopher Curtis in partnership with Ricochet Media launched the weekly newsletter The Rover on September 11, 2020. The newsletter covers local news in Montreal and Val-dâ€™Or.",0,2022-09-30 21:40,2022-09-30 21:41,10,online,new,2020-09-11,independent/Ricochet Media,"Montreal and Val-dâ€™Or, Quebec","[""https:\/\/rover.substack.com\/about"",""https:\/\/rover.substack.com\/p\/welcome-to-the-rover-from-ricochet"",""https:\/\/ricochet.media\/en\/3272\/christopher-curtis-why-im-quitting-postmedia-to-test-a-new-model-of-journalism"",""https:\/\/broadcastdialogue.com\/online-digital-media-news-13\/"",""https:\/\/nouvelle.news\/2020\/09\/ricochet-media-the-publication-chris-curtis-left-postmedia-to-work-alongside\/"",""https:\/\/indiegraf.com\/heres-how-journalists-are-building-crowdfunded-newsletters\/""]","[""English""]"
991,marker,47092,Online news,Second Opinion QB,"49.3482346, -124.4428262","Second Opinion QB is an independent semi-weekly online news magazine reporting fact-based, in-depth stories + information of interest and importance to residents, businesses and visitors. The first story was published on April 14, 2020.",0,2022-10-25 9:12,2022-11-30 0:00,31,online,new,2020-04-14,independent,"Qualicum Beach, Vancouver Island, British Columbia","[""https:\/\/secondopinionqb.ca\/"",""https:\/\/secondopinionqb.ca\/2020\/04\/""]","[""English""]"
997,marker,622,Online news,Northern Hoot,"46.5098027, -84.298487","Northern Hoot announced on July 5 that the outlet would be closing and published its last post on December 13, 2017. The news website based in Sault Ste. Marie launched on July 28, 2014, and covered local news in Northern Ontario.",0,2022-12-01 17:28,2022-12-01 17:28,78,online,closed,2017-12-13,independent,"Northern Ontario, Ontario","[""https:\/\/northernhoot.com\/the-northern-hoot-struggling-to-keep-the-lights-on-part-ii\/"",""https:\/\/northernhoot.com\/recent\/"",""https:\/\/northernhoot.com\/lets-give-northern-hoot-new-wings\/""]","[""English""]"
1002,marker,622,Online news,Six Rivers News,"45.85331, -63.6585","Six Rivers News, a local news website covering the Six Rivers to the Sea community in Nova Scotia, launched on April 1, 2016. The website expanded on September 1, 2016 to include Six Rivers Radio, a 24/7 online radio station. On April 1, 2021, Six Rivers News added two additional radio stations (Six Rivers Country and Hope Centre Christian Radio).
Six Rivers News announced on June 29 that it would be closing and ceased all online news, radio and TV operations on July 1, 2024.",0,2022-12-01 22:12,2024-08-01 15:35,27,online,closed,2024-07-01,independent,"Six Rivers to the Sea, Nova Scotia","[""https:\/\/www.sixrivers.ca\/launch-of-community-news"",""https:\/\/www.sixrivers.ca\/My-View-Copy"",""https:\/\/twitter.com\/sixriversnews\/status\/735810750166499329"",""https:\/\/www.sixrivers.ca\/six-rivers-radio-officially-launched"",""https:\/\/www.sixrivers.ca\/six-rivers-news-celebrates-sixth-birthday"",""https:\/\/www.sixrivers.ca\/thank-you-and-goodbye"",""https:\/\/www.sixrivers.ca\/six-rivers-news-closes-up-shop-tomorrow"",""https:\/\/www.sixrivers.ca\/six-rivers-gone-but-not-forgotten""]","[""English""]"
1012,marker,622,Online news,BurlingtonToday.com,"43.3255196, -79.7990319","Village Media launched BurlingtonToday.com on November 1, 2022. The news website covers local news in Burlington, Ontario.",0,2023-01-30 2:09,2023-01-30 2:09,13,online,new,2022-11-01,Village Media,"Burlington, Ontario","[""https:\/\/www.burlingtontoday.com\/local-news\/welcome-to-burlingtontoday-6015641"",""https:\/\/www.burlingtontoday.com\/local-news\/column-when-local-journalism-thrives-so-does-your-city-6030787"",""https:\/\/www.villagereport.ca\/village-picks\/welcome-to-burlingtontoday-6015641"",""https:\/\/www.facebook.com\/villagemediainc\/posts\/pfbid02zNBA2s5qWG95vxjnfaoNepAmJCcgzrjE8ck7pKfbV3txUCMknpTAyHi6G6TrvMyDl""]","[""English""]"
1014,marker,622,Online news,PelhamToday.ca,"43.0442082, -79.2855735","Village Media launched PelhamToday.ca on January 9, 2023. The news website covers local news in Pelham and Niagara, ON. The website replaced The Voice community newspaper/website and retained the staff to cover local news in the region.",0,2023-01-30 2:14,2023-01-30 2:15,15,online,new,2023-01-09,Village Media,"Pelham and Niagara, Ontario","[""https:\/\/www.pelhamtoday.ca\/local-news\/welcome-to-pelhamtoday-6329505"",""https:\/\/www.pelhamtoday.ca\/columns\/editors-corner\/and-away-we-go-6349065"",""https:\/\/issuu.com\/thevoiceofpelham\/docs\/the_voice_december_21_2022_digital\/3"",""https:\/\/www.facebook.com\/pelhamtoday\/posts\/pfbid0pmkY7VcGtqhehWvHJvWMEFE6wawpbd8xw4x8ZFDHbfUnYgmxHzMbniVNRJW5hePel""]","[""English""]"
1047,marker,622,Online news,Windspeaker.com,"53.5929985, -113.5721144","Windspeaker.com, a website covering news relevant to Indigenous communities in Alberta, added a weekly newsletter on May 12, 2023. Windspeaker launched as a print publication in 1983 and shifted fully online in 2016.",0,2023-07-30 23:48,2023-07-30 23:51,13,online,increase in service,2023-05-12,Aboriginal Multi-Media Society of Alberta,"Indigenous communities, Alberta","[""https:\/\/windspeaker.com\/ammsa-history"",""https:\/\/windspeaker.com\/windspeaker-newsletter-archives""]","[""English""]"
1142,marker,622,Online news,Burnaby NOW,"49.252623, -122.918381","Glacier Media announced on February 21, 2025 that Burnaby NOW, New Westminster Record, and Tri-City News would be closing. The company would be working with staff to close Burnaby NOW and New Westminster Record by April 21, 2025, and Tri-City News by May 21, 2025. Glacier Media previously shifted Burnaby NOW, Tri-City News, and New Westminster Record from community newspapers to digital-only publications. Final print editions for all three newspapers were published on August 10, 2023.",0,2023-10-01 8:13,2025-05-31 15:08,65,online,closed,2025-04-21,Glacier Media,"Burnaby, British Columbia","[""https:\/\/www.burnabynow.com\/local-news\/burnaby-now-moves-to-digital-only-format-7366211"",""https:\/\/www.tricitynews.com\/local-news\/tri-city-news-to-go-digital-only-7366189"",""https:\/\/www.newwestrecord.ca\/local-news\/new-westminster-record-moves-to-digital-only-format-7366166"",""https:\/\/vancouver.citynews.ca\/2023\/08\/04\/metro-vancouver-newspapers-online-only\/"",""https:\/\/www.cbc.ca\/news\/canada\/british-columbia\/glacier-media-print-editions-cancelled-1.6929242"",""https:\/\/www.alaskahighwaynews.ca\/entertainment-media-sports\/burnaby-now-moves-to-digital-only-format-7366211"",""https:\/\/www.newwestrecord.ca\/local-news\/burnaby-now-new-westminster-record-tri-city-news-to-close-10270756"",""https:\/\/www.burnabynow.com\/local-news\/burnaby-now-new-westminster-record-tri-city-news-to-close-10270756"",""https:\/\/www.cbc.ca\/news\/canada\/british-columbia\/burnaby-now-new-westminster-record-tri-city-news-closure-1.7465970"",""https:\/\/vancouversun.com\/business\/bc-community-news-outlets-burnaby-now-new-westminster-record-tri-city-news-to-close"",""https:\/\/www.ctvnews.ca\/vancouver\/article\/burnaby-now-new-westminster-record-tri-city-news-set-to-close-in-bc\/"",""https:\/\/nmc-mic.ca\/2025\/03\/06\/burnaby-now-new-westminster-record-tri-city-news-to-close\/"",""https:\/\/www.thestar.com\/news\/canada\/british-columbia\/burnaby-now-new-westminster-record-tri-city-news-set-to-close-in-b-c\/article_f3f38e38-9458-5765-b217-c7f2b6d292b4.html""]","[""English""]"
1143,marker,622,Online news,Tri-City News,"49.2314403, -122.8233773","Glacier Media announced on February 21, 2025 that Burnaby NOW, New Westminster Record, and Tri-City News would be closing. The company would be working with staff to close Burnaby NOW and New Westminster Record by April 21, 2025, and Tri-City News by May 21, 2025. Glacier Media previously shifted Burnaby NOW, Tri-City News, and New Westminster Record from community newspapers to digital-only publications. Final print editions for all three newspapers were published on August 10, 2023.",0,2023-10-01 8:17,2025-05-31 15:05,56,online,closed,2025-05-21,Glacier Media,"Coquitlam, Port Coquitlam, Port Moody, Anmore and Belcarra, British Columbia","[""https:\/\/www.burnabynow.com\/local-news\/burnaby-now-moves-to-digital-only-format-7366211"",""https:\/\/www.tricitynews.com\/local-news\/tri-city-news-to-go-digital-only-7366189"",""https:\/\/www.newwestrecord.ca\/local-news\/new-westminster-record-moves-to-digital-only-format-7366166"",""https:\/\/vancouver.citynews.ca\/2023\/08\/04\/metro-vancouver-newspapers-online-only\/"",""https:\/\/www.cbc.ca\/news\/canada\/british-columbia\/glacier-media-print-editions-cancelled-1.6929242"",""https:\/\/www.alaskahighwaynews.ca\/entertainment-media-sports\/burnaby-now-moves-to-digital-only-format-7366211"",""https:\/\/www.newwestrecord.ca\/local-news\/burnaby-now-new-westminster-record-tri-city-news-to-close-10270756"",""https:\/\/www.burnabynow.com\/local-news\/burnaby-now-new-westminster-record-tri-city-news-to-close-10270756"",""https:\/\/www.cbc.ca\/news\/canada\/british-columbia\/burnaby-now-new-westminster-record-tri-city-news-closure-1.7465970"",""https:\/\/vancouversun.com\/business\/bc-community-news-outlets-burnaby-now-new-westminster-record-tri-city-news-to-close"",""https:\/\/www.ctvnews.ca\/vancouver\/article\/burnaby-now-new-westminster-record-tri-city-news-set-to-close-in-bc\/"",""https:\/\/nmc-mic.ca\/2025\/03\/06\/burnaby-now-new-westminster-record-tri-city-news-to-close\/"",""https:\/\/www.thestar.com\/news\/canada\/british-columbia\/burnaby-now-new-westminster-record-tri-city-news-set-to-close-in-b-c\/article_f3f38e38-9458-5765-b217-c7f2b6d292b4.html""]","[""English""]"
1144,marker,622,Online news,New Westminster Record,"49.2032785, -122.9145609","Glacier Media announced on February 21, 2025 that Burnaby NOW, New Westminster Record, and Tri-City News would be closing. The company would be working with staff to close Burnaby NOW and New Westminster Record by April 21, 2025, and Tri-City News by May 21, 2025. Glacier Media previously shifted Burnaby NOW, Tri-City News, and New Westminster Record from community newspapers to digital-only publications. Final print editions for all three newspapers were published on August 10, 2023.",0,2023-10-01 8:19,2025-05-31 15:12,64,online,closed,2025-04-21,Glacier Media,"New Westminster, British Columbia","[""https:\/\/www.burnabynow.com\/local-news\/burnaby-now-moves-to-digital-only-format-7366211"",""https:\/\/www.tricitynews.com\/local-news\/tri-city-news-to-go-digital-only-7366189"",""https:\/\/www.newwestrecord.ca\/local-news\/new-westminster-record-moves-to-digital-only-format-7366166"",""https:\/\/vancouver.citynews.ca\/2023\/08\/04\/metro-vancouver-newspapers-online-only\/"",""https:\/\/www.cbc.ca\/news\/canada\/british-columbia\/glacier-media-print-editions-cancelled-1.6929242"",""https:\/\/www.alaskahighwaynews.ca\/entertainment-media-sports\/burnaby-now-moves-to-digital-only-format-7366211"",""https:\/\/www.newwestrecord.ca\/local-news\/burnaby-now-new-westminster-record-tri-city-news-to-close-10270756"",""https:\/\/www.burnabynow.com\/local-news\/burnaby-now-new-westminster-record-tri-city-news-to-close-10270756"",""https:\/\/www.cbc.ca\/news\/canada\/british-columbia\/burnaby-now-new-westminster-record-tri-city-news-closure-1.7465970"",""https:\/\/vancouversun.com\/business\/bc-community-news-outlets-burnaby-now-new-westminster-record-tri-city-news-to-close"",""https:\/\/www.ctvnews.ca\/vancouver\/article\/burnaby-now-new-westminster-record-tri-city-news-set-to-close-in-bc\/"",""https:\/\/nmc-mic.ca\/2025\/03\/06\/burnaby-now-new-westminster-record-tri-city-news-to-close\/"",""https:\/\/www.thestar.com\/news\/canada\/british-columbia\/burnaby-now-new-westminster-record-tri-city-news-set-to-close-in-b-c\/article_f3f38e38-9458-5765-b217-c7f2b6d292b4.html""]","[""English""]"
1157,marker,54829,Online news,Torontoist,"43.6529213, -79.3830475","Torontoist launched as an independent news website dedicated to covering all things Toronto in 2004 as part of the Gothamist network. In 2011, Torontoist was acquired by St. Joseph Media. On February 6, 2019, Daily Hive announced that it had purchased the website and closed Torontoist, migrating the Torontoist archives to Daily Hive Toronto.",0,2024-01-07 13:27,2024-01-31 3:23,13,online,closed,2019-02-06,Daily Hive,"Toronto, Ontario","[""https:\/\/www.theglobeandmail.com\/news\/toronto\/torontoist-bought-by-magazine-company\/article571808\/"",""https:\/\/www.theglobeandmail.com\/technology\/torontoist-is-dead-long-live-torontoist\/article20391781\/"",""https:\/\/dailyhive.com\/vancouver\/torontoist-acquired"",""https:\/\/www.canadaland.com\/daily-hive-buys-torontoist\/"",""https:\/\/mediaincanada.com\/2020\/03\/04\/the-daily-hive-hones-its-toronto-focus-with-new-acquisition\/"",""https:\/\/techcouver.com\/2022\/09\/13\/daily-hive-acquired-by-zoomermedia\/"",""https:\/\/www.thestar.com\/business\/zoomermedia-goes-after-the-younger-generation-with-deal-to-buy-daily-hive-publisher-for-16\/article_f9534a35-d28e-51f3-a18f-cb7d3ce1925c.html""]","[""English""]"
1158,marker,54829,Online news,Daze Magazine,"53.5460983, -113.4937266","Daze Magazine was created by former editors of VUE Weekly â€“ a free, alternative newspaper that launched in 1995 and closed in 2018 â€“ to fill the void left in Edmonton's arts and culture coverage and to provide ""alternate news and views."" The crowd-funded magazine launched in February 2019 and posted its last story in June 2020. ",0,2024-01-07 13:36,2024-01-31 3:30,12,online,closed,2020-06-01,independent,"Edmonton, Alberta","[""https:\/\/edmontonjournal.com\/entertainment\/music\/crowdfunded-daze-magazine-crisply-rises-from-euthanized-vue-weekly"",""https:\/\/www.thestar.com\/edmonton\/vue-weekly-prints-its-last-edition-as-arts-community-ponders-future-coverage\/article_6be0c0a5-fa2b-5937-b41e-f3fce138ed97.html"",""https:\/\/www.thestar.com\/edmonton\/vue-weekly-closing-its-doors-after-more-than-20-years-as-edmonton-s-alternative-paper\/article_0f6e6830-da01-5dd2-a5d4-c4cbe8dc3224.html"",""https:\/\/www.kickstarter.com\/projects\/2002652400\/daze-magazine"",""https:\/\/www.instagram.com\/dazemagazine\/?hl=en\nhttps:\/\/www.instagram.com\/dazemagazine\/?hl=en""]","[""English""]"
1160,marker,54829,Online news,Kingsville Times,"42.0378703, -82.7396377","The Kingsville Times launched on June 5, 2020, to fill the void left by the closure of the 144-year-old Kingsville Reporter. The online site provides free daily news ""from Canada's southernmost town.""",0,2024-01-07 14:56,2024-01-31 3:37,9,online,new,2020-06-05,independent,"Kingsville, Ontario","[""https:\/\/www.cbc.ca\/news\/canada\/windsor\/kingsville-online-newspaper-1.5628153"",""https:\/\/kingsvilletimes.ca\/2020\/06\/welcome-to-the-kingsville-times\/"",""https:\/\/cknewstoday.ca\/chatham\/news\/2020\/4\/29\/kingsvilles-mayor-laments-loss-community-paper"",""https:\/\/windsor.ctvnews.ca\/hard-to-fathom-saying-goodbye-loss-of-community-papers-leaves-journalism-gap-1.4917783""]","[""English""]"
1161,marker,54829,Online news,The Ottawan,"45.4207163, -75.6981909","The Ottawan is a free online newsletter delivered every weekday morning, covering news, culture, and events in the Ottawa region. It was launched on April 1, 2020, by Martha Gall and Darren Atwater.",0,2024-01-07 15:07,2024-01-31 3:45,19,online,new,2020-04-01,independent,"Ottawa, Ontario","[""https:\/\/westcarletononline.com\/the-ottawan-a-daily-look-at-city-life\/"",""https:\/\/theottawan.com\/about\/"",""https:\/\/ridgerockbrewco.ca\/blogs\/local-events\/the-ottawan-a-daily-look-at-city-life"",""https:\/\/westcarletononline.com\/buckhams-bays-the-ottawan-celebrates-first-birthday\/"",""https:\/\/theottawan.com\/newsletters\/happy-100th-edition-to-us-ottawa-s-virtual-festival-guidethe-o-train-has-a-fansite""]","[""English""]"
1162,marker,54829,Online news,Kingstonist,"44.231345, -76.4809694","The Kingstonist â€“ an online news site featuring a free daily newsletter (with subscription-based perks) and a YouTube channel with daily news broadcasts â€“ launched on March 1, 2008.",0,2024-01-07 18:28,2024-01-31 3:53,13,online,new,2008-03-01,independent,"Kingston, Ontario","[""https:\/\/www.kingstonist.com\/news\/hello-world\/"",""https:\/\/www.kingstonist.com\/contact-us\/"",""https:\/\/youtu.be\/lMLkUF-dYpM?feature=shared""]","[""English""]"
1167,marker,54829,Online news,Stir,"49.2827501, -123.1207375","Stir, a website covering arts and culture news in the Vancouver region, lauched on September 23, 2020. Stir also publishes an annual digital magazine.",0,2024-01-09 13:34,2024-01-31 4:15,22,online,new,2020-09-23,independent,"Vancouver, British Columbia","[""https:\/\/ljr.ca\/2022\/05\/01\/stirring-it-up\/"",""https:\/\/www.createastir.ca\/what-is-stir"",""https:\/\/www.linkedin.com\/company\/stir-publishing-vancouver-inc\/about\/"",""https:\/\/twitter.com\/stir_vancouver\/status\/1308879011607699461"",""https:\/\/broadcastdialogue.com\/twb-rsa-100120\/""]","[""English""]"
1168,marker,54829,Online news,Castanet,"49.8852209, -119.4942334","In 2000, Castanet was founded in Kelowna by radio station owner Nick Frost. The online news site serving the Okanagan region increased service by opening offices in Vernon in 2016, Penticton  in 2017 and Kamloops in 2020. Castanet merged with the Times Chronicle community newspaper and the paper began providing digital local news coverage for the towns of Oliver and Osoyoos on April 1, 2023. In April 2019, Castanet Media Ltd. was acquired by Glacier Media Group for $22 million.",0,2024-01-09 19:51,2024-02-05 19:55,22,online,increase in service,2023-04-01,Glacier Media,"Kelowna, West Kelowna, Peachland, Penticton, Vernon, Salmon Arm, Kamloops, and Oliver/Osoyoos, British Columbia","[""https:\/\/www.castanet.net\/news\/Kelowna\/315151\/Castanet-celebrates-20th-anniversary"",""https:\/\/downtownkelowna.com\/business-listings\/castanet\/"",""https:\/\/www.castanet.net\/news\/BC\/295248\/Castanet-launches-fourth-bureau-in-Kamloops"",""https:\/\/www.cbc.ca\/news\/canada\/british-columbia\/glacier-media-buys-kelowna-basedonline-\nnews-service-castanet-for-22m-1.5087353"",""https:\/\/www.hopestandard.com\/business\/glacier-media-buys-online-b-c-news-outletcastanet-for-22m-2045454"",""https:\/\/cfjctoday.com\/2019\/04\/05\/glacier-media-purchases-kelowna-based-castanet\/"",""https:\/\/www.castanet.net\/contactus\/"",""https:\/\/www.timeschronicle.ca\/extra-extra-read-all-about-it\/""]","[""English""]"
1172,marker,54829,Online news,inthehammer.com,"43.2557206, -79.8711024","Inthehammer.com, an online news site launched on September 6, 2019, to serve the Hamilton area, joins numerous community news websites owned by QuickBite News serving the GTHA. The first website, inSauga.com, launched in 2012.",0,2024-01-09 20:47,2024-02-01 8:16,23,online,new,2019-09-06,QuickBite News,"Hamilton, Ontario","[""https:\/\/www.inthehammer.com"",""https:\/\/www.thepublicrecord.ca\/2019\/05\/get-ready-for-a-content-battle-in-hamilton-as-quickbite-news-moves-in\/"",""https:\/\/www.newswire.ca\/news-releases\/insauga-com-celebrates-10-years-with-18-ontario-cities-120-million-page-views-and-canadian-expansion-on-the-horizon-838809838.html"",""https:\/\/www.insauga.com\/the-team-behind-insaugacom-expands-into-hamilton\/"",""https:\/\/www.ted.com\/tedx\/events\/21456""]","[""English""]"
1173,marker,54829,Online news,inDurham.ca,"43.9368383, -78.9288242","inDurham.ca, an online news site launched in the summer of 2021 to serve Durham Region, joins numerous community news websites owned by QuickBite News serving the GTHA. The first website, inSauga.com, launched in 2012.",0,2024-01-09 20:51,2024-02-01 8:25,15,online,new,2021-07-01,QuickBite News,"Durham Region, Ontario","[""https:\/\/www.insauga.com\/mississauga-based-insauga-com-celebrates-10-years-with-18-ontario-cities-and-canadian-expansion-on-the-horizon\/"",""https:\/\/www.newswire.ca\/news-releases\/insauga-com-celebrates-10-years-with-18-ontario-cities-120-million-page-views-and-canadian-expansion-on-the-horizon-838809838.html""]","[""English""]"
1174,marker,54829,Online news,inNiagaraRegion.com,"43.0896321, -79.0836615","InNiagaraRegion.com, an online news site launched in the summer of 2021 to serve the Niagara Region, joins numerous community news websites owned by QuickBite News serving the GTHA. The first website, inSauga.com, launched in 2012.",0,2024-01-09 20:55,2024-02-01 8:24,25,online,new,2021-07-01,QuickBite News,"Niagara region, Ontario","[""https:\/\/www.newswire.ca\/news-releases\/insauga-com-celebrates-10-years-with-18-ontario-cities-120-million-page-views-and-canadian-expansion-on-the-horizon-838809838.html"",""https:\/\/www.ted.com\/tedx\/events\/21456"",""https:\/\/www.insauga.com\/region\/niagara\/"",""https:\/\/www.insauga.com\/mississauga-based-insauga-com-celebrates-10-years-with-18-ontario-cities-and-canadian-expansion-on-the-horizon\/""]","[""English""]"
1182,marker,622,Online news,FlamboroughToday.com,"43.3334074, -80.0843328","Village Media launched the FlamboroughToday.com website on February 6, 2024. The local news website serves the Flamborough, Ontario community.",0,2024-03-21 18:56,2024-03-21 18:56,5,online,new,2024-02-06,Village Media,"Flamborough, Ontario","[""https:\/\/www.flamboroughtoday.com\/local-news\/welcome-to-flamboroughtoday-8210575"",""https:\/\/www.burlingtontoday.com\/local-news\/village-media-a-leader-in-local-journalism-expands-to-flamborough-8214118"",""https:\/\/www.barrietoday.com\/local-news\/village-media-a-leader-in-local-journalism-expands-to-flamborough-8214118"",""https:\/\/www.elorafergustoday.com\/local-news\/village-media-a-leader-in-local-journalism-expands-to-flamborough-8214118"",""https:\/\/nmc-mic.ca\/2024\/02\/08\/village-media-expands-to-another-new-ontario-community\/"",""https:\/\/www.linkedin.com\/posts\/village-media-inc-_village-media-a-leader-in-local-journalism-activity-7160658556348678144-lm7P"",""https:\/\/www.villagemedia.ca\/blog\/village-media-bulletin-january-2024-update\/""]","[""English""]"
1197,marker,622,Online news,MiltonToday.ca,"43.5159339, -79.8742285","Village Media launched MiltonToday.ca on April 9, 2024. The website provides local news coverage for the community of Milton, Ontario.",0,2024-05-28 6:59,2024-05-28 6:59,29,online,new,2024-04-09,Village Media,"Milton, Ontario","[""https:\/\/www.villagereport.ca\/village-picks\/miltontoday-joins-our-growing-network-of-local-news-sites-8571727"",""https:\/\/www.haltonhillstoday.ca\/local-news\/miltontoday-joins-our-growing-network-of-local-news-sites-8571727"",""https:\/\/nmc-mic.ca\/2024\/04\/11\/village-media-announces-launch-of-miltontoday\/"",""https:\/\/www.barrietoday.com\/local-news\/miltontoday-joins-our-growing-network-of-local-news-sites-8571727"",""https:\/\/www.oakvillenews.org\/local-news\/miltontoday-joins-our-growing-network-of-local-news-sites-8571727"",""https:\/\/www.facebook.com\/photo.php?fbid=882758557197212&set=a.702151078591295&type=3""]","[""English""]"
1201,marker,622,Online news,Fredericton Independent,"45.9635895, -66.6431151","The Fredericton Independent is an online newsletter covering local current events in Fredericton and specializing in crime reporting. The newsletter launched on January 30, 2023.",0,2024-08-01 0:28,2024-08-01 0:28,4,online,new,2023-01-30,independent,"Fredericton, New Brunswick","[""https:\/\/ftonindependent.substack.com\/about"",""https:\/\/ftonindependent.substack.com\/p\/independents-day"",""https:\/\/www.cbc.ca\/news\/canada\/new-brunswick\/indie-startups-audience-news-1.6736911"",""https:\/\/ca.news.yahoo.com\/indie-startups-hope-audience-local-120000082.html""]","[""English""]"
1212,marker,622,Online news,TorontoToday.ca,"43.6582482, -79.3848258","Village Media launched TorontoToday.ca on October 23, 2024. The hyper local news website serves the downtown Toronto area, with local coverage focusing on the neighbourhoods contained within the boundaries of the Waterfront to the South, Dupont Street to the North, High Park and the Junction to the West, and the Don Valley River to the east.",0,2024-12-02 20:10,2024-12-02 20:11,15,online,new,2024-10-23,Village Media,"Toronto, Ontario","[""https:\/\/www.torontotoday.ca\/local\/more-news\/welcome-to-torontotoday-9695111"",""https:\/\/www.flamboroughtoday.com\/local-news\/torontotoday-is-live-check-out-our-latest-local-news-source-9692274"",""https:\/\/www.flamboroughtoday.com\/local-news\/we-have-some-big-news-and-the-launch-of-torontotoday-is-only-the-beginning-9597537"",""https:\/\/broadcastdialogue.com\/online-digital-media-news-141\/"",""https:\/\/www.barrietoday.com\/local-news\/torontotoday-is-live-check-out-our-latest-local-news-source-9692274""]","[""English""]"
1219,marker,622,Online news,Quinteist,"44.1018879, -77.5754056","Quinteist, a local news website serving Quinte West, Belleville and Prince Edward County, launched on September 11, 2023.",0,2024-12-02 20:38,2024-12-02 20:38,8,online,new,2023-09-11,independent,"Quinte West, Belleville and Prince Edward County, Ontario","[""https:\/\/hometownist.com\/about-us\/""]","[""English""]"
1220,marker,622,Online news,Lanarkist,"44.9052844, -76.2587301","Lanarkist, a local news website serving Lanark County, launched on September 11, 2023.",0,2024-12-02 20:40,2024-12-03 8:24,26,online,new,2023-09-11,independent,"Lanark County, Ontario","[""https:\/\/hometownist.com\/about-us\/""]","[""English""]"
1221,marker,622,Online news,Brockvilleist,"44.5871405, -75.6891138","Brockvilleist, a local news website serving Brockville and surrounding areas, launched on September 11, 2023.",0,2024-12-02 20:42,2024-12-02 20:46,7,online,new,2023-09-11,independent,"Brockville, Ontario","[""https:\/\/hometownist.com\/about-us\/""]","[""English""]"
